batch,arm,cell,seed,game,bot,sharePar,src,K,size,turnCap,budgetMs,roster
20260831-batch2,nullA,hazard-mix-king,54503,20260831-batch2|hazard-mix-king|54503|hazard-mix-king-s54503-r2.jsonl.gz,lobster-territory,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54509,20260831-batch2|hazard-mix-king|54509|hazard-mix-king-s54509-r1.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54509,20260831-batch2|hazard-mix-king|54509|hazard-mix-king-s54509-r1.jsonl.gz,lobster-territory,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54509,20260831-batch2|hazard-mix-king|54509|hazard-mix-king-s54509-r1.jsonl.gz,lobster-material,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54501,20260831-batch2|hazard-mix-king|54501|hazard-mix-king-s54501-r2.jsonl.gz,lobster-material,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54501,20260831-batch2|hazard-mix-king|54501|hazard-mix-king-s54501-r2.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54501,20260831-batch2|hazard-mix-king|54501|hazard-mix-king-s54501-r2.jsonl.gz,lobster-territory,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,null-snake6,54506,20260831-batch2|null-snake6|54506|null-snake6-s54506-r1.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54506,20260831-batch2|null-snake6|54506|null-snake6-s54506-r1.jsonl.gz,lobster-territory,3,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54506,20260831-batch2|null-snake6|54506|null-snake6-s54506-r1.jsonl.gz,lobster-material,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54516,20260831-batch2|snake5-queen|54516|snake5-queen-s54516-r2.jsonl.gz,lobster-material,0.7397260273972602,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54516,20260831-batch2|snake5-queen|54516|snake5-queen-s54516-r2.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54516,20260831-batch2|snake5-queen|54516|snake5-queen-s54516-r2.jsonl.gz,lobster-territory,2.26027397260274,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54509,20260831-batch2|snake5-queen|54509|snake5-queen-s54509-r2.jsonl.gz,lobster-material,1.0588235294117647,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54509,20260831-batch2|snake5-queen|54509|snake5-queen-s54509-r2.jsonl.gz,reflex,0.35294117647058826,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54509,20260831-batch2|snake5-queen|54509|snake5-queen-s54509-r2.jsonl.gz,lobster-territory,1.588235294117647,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,headline-mix-king,54502,20260831-batch2|headline-mix-king|54502|headline-mix-king-s54502-r0.jsonl.gz,lobster-territory,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54502,20260831-batch2|headline-mix-king|54502|headline-mix-king-s54502-r0.jsonl.gz,lobster-material,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54502,20260831-batch2|headline-mix-king|54502|headline-mix-king-s54502-r0.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54513,20260831-batch2|hazard-mix-king|54513|hazard-mix-king-s54513-r0.jsonl.gz,lobster-territory,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54513,20260831-batch2|hazard-mix-king|54513|hazard-mix-king-s54513-r0.jsonl.gz,lobster-material,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54513,20260831-batch2|hazard-mix-king|54513|hazard-mix-king-s54513-r0.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,snake5-knight,54503,20260831-batch2|snake5-knight|54503|snake5-knight-s54503-r1.jsonl.gz,reflex,2.25,native,3,25,120,2000,knight|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-knight,54503,20260831-batch2|snake5-knight|54503|snake5-knight-s54503-r1.jsonl.gz,lobster-territory,0,native,3,25,120,2000,knight|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-knight,54503,20260831-batch2|snake5-knight|54503|snake5-knight-s54503-r1.jsonl.gz,lobster-material,0.75,native,3,25,120,2000,knight|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54515,20260831-batch2|snake5-queen|54515|snake5-queen-s54515-r2.jsonl.gz,lobster-material,1.6818181818181819,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54515,20260831-batch2|snake5-queen|54515|snake5-queen-s54515-r2.jsonl.gz,reflex,0.2727272727272727,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54515,20260831-batch2|snake5-queen|54515|snake5-queen-s54515-r2.jsonl.gz,lobster-territory,1.0454545454545454,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54506,20260831-batch2|snake5-queen|54506|snake5-queen-s54506-r1.jsonl.gz,reflex,0.21739130434782608,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54506,20260831-batch2|snake5-queen|54506|snake5-queen-s54506-r1.jsonl.gz,lobster-territory,1.9130434782608696,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54506,20260831-batch2|snake5-queen|54506|snake5-queen-s54506-r1.jsonl.gz,lobster-material,0.8695652173913043,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54513,20260831-batch2|snake5-queen|54513|snake5-queen-s54513-r1.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54513,20260831-batch2|snake5-queen|54513|snake5-queen-s54513-r1.jsonl.gz,lobster-territory,1.4366197183098592,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54513,20260831-batch2|snake5-queen|54513|snake5-queen-s54513-r1.jsonl.gz,lobster-material,1.5633802816901408,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,hazard-mix-king,54505,20260831-batch2|hazard-mix-king|54505|hazard-mix-king-s54505-r0.jsonl.gz,lobster-territory,1.1111111111111112,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54505,20260831-batch2|hazard-mix-king|54505|hazard-mix-king-s54505-r0.jsonl.gz,lobster-material,1.8888888888888888,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54505,20260831-batch2|hazard-mix-king|54505|hazard-mix-king-s54505-r0.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54508,20260831-batch2|headline-mix-king|54508|headline-mix-king-s54508-r0.jsonl.gz,lobster-territory,2.7966101694915255,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54508,20260831-batch2|headline-mix-king|54508|headline-mix-king-s54508-r0.jsonl.gz,lobster-material,0.2033898305084746,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54508,20260831-batch2|headline-mix-king|54508|headline-mix-king-s54508-r0.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54512,20260831-batch2|hazard-mix-king|54512|hazard-mix-king-s54512-r1.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54512,20260831-batch2|hazard-mix-king|54512|hazard-mix-king-s54512-r1.jsonl.gz,lobster-territory,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54512,20260831-batch2|hazard-mix-king|54512|hazard-mix-king-s54512-r1.jsonl.gz,lobster-material,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54514,20260831-batch2|hazard-mix-king|54514|hazard-mix-king-s54514-r2.jsonl.gz,lobster-material,1.653061224489796,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54514,20260831-batch2|hazard-mix-king|54514|hazard-mix-king-s54514-r2.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54514,20260831-batch2|hazard-mix-king|54514|hazard-mix-king-s54514-r2.jsonl.gz,lobster-territory,1.346938775510204,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,null-snake6,54514,20260831-batch2|null-snake6|54514|null-snake6-s54514-r2.jsonl.gz,lobster-material,1,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54514,20260831-batch2|null-snake6|54514|null-snake6-s54514-r2.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54514,20260831-batch2|null-snake6|54514|null-snake6-s54514-r2.jsonl.gz,lobster-territory,2,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,headline-mix-king,54512,20260831-batch2|headline-mix-king|54512|headline-mix-king-s54512-r2.jsonl.gz,lobster-material,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54512,20260831-batch2|headline-mix-king|54512|headline-mix-king-s54512-r2.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54512,20260831-batch2|headline-mix-king|54512|headline-mix-king-s54512-r2.jsonl.gz,lobster-territory,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,snake5-queen,54513,20260831-batch2|snake5-queen|54513|snake5-queen-s54513-r0.jsonl.gz,lobster-territory,3,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54513,20260831-batch2|snake5-queen|54513|snake5-queen-s54513-r0.jsonl.gz,lobster-material,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54513,20260831-batch2|snake5-queen|54513|snake5-queen-s54513-r0.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54507,20260831-batch2|snake5-queen|54507|snake5-queen-s54507-r1.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54507,20260831-batch2|snake5-queen|54507|snake5-queen-s54507-r1.jsonl.gz,lobster-territory,1.0985915492957747,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54507,20260831-batch2|snake5-queen|54507|snake5-queen-s54507-r1.jsonl.gz,lobster-material,1.9014084507042253,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54504,20260831-batch2|snake5-queen|54504|snake5-queen-s54504-r0.jsonl.gz,lobster-territory,2.020408163265306,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54504,20260831-batch2|snake5-queen|54504|snake5-queen-s54504-r0.jsonl.gz,lobster-material,0.9795918367346939,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54504,20260831-batch2|snake5-queen|54504|snake5-queen-s54504-r0.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54503,20260831-batch2|null-snake6|54503|null-snake6-s54503-r0.jsonl.gz,lobster-territory,1.380952380952381,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54503,20260831-batch2|null-snake6|54503|null-snake6-s54503-r0.jsonl.gz,lobster-material,1.619047619047619,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54503,20260831-batch2|null-snake6|54503|null-snake6-s54503-r0.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54507,20260831-batch2|null-snake6|54507|null-snake6-s54507-r0.jsonl.gz,lobster-territory,2.4,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54507,20260831-batch2|null-snake6|54507|null-snake6-s54507-r0.jsonl.gz,lobster-material,0.6,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54507,20260831-batch2|null-snake6|54507|null-snake6-s54507-r0.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,headline-mix-king,54501,20260831-batch2|headline-mix-king|54501|headline-mix-king-s54501-r1.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54501,20260831-batch2|headline-mix-king|54501|headline-mix-king-s54501-r1.jsonl.gz,lobster-territory,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54501,20260831-batch2|headline-mix-king|54501|headline-mix-king-s54501-r1.jsonl.gz,lobster-material,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,null-snake6,54503,20260831-batch2|null-snake6|54503|null-snake6-s54503-r1.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54503,20260831-batch2|null-snake6|54503|null-snake6-s54503-r1.jsonl.gz,lobster-territory,2.169230769230769,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54503,20260831-batch2|null-snake6|54503|null-snake6-s54503-r1.jsonl.gz,lobster-material,0.8307692307692308,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54501,20260831-batch2|snake5-queen|54501|snake5-queen-s54501-r0.jsonl.gz,lobster-territory,2.2058823529411766,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54501,20260831-batch2|snake5-queen|54501|snake5-queen-s54501-r0.jsonl.gz,lobster-material,0.7941176470588235,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54501,20260831-batch2|snake5-queen|54501|snake5-queen-s54501-r0.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54505,20260831-batch2|null-snake6|54505|null-snake6-s54505-r2.jsonl.gz,lobster-material,0.8048780487804879,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54505,20260831-batch2|null-snake6|54505|null-snake6-s54505-r2.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54505,20260831-batch2|null-snake6|54505|null-snake6-s54505-r2.jsonl.gz,lobster-territory,2.1951219512195124,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54511,20260831-batch2|null-snake6|54511|null-snake6-s54511-r0.jsonl.gz,lobster-territory,1.9148936170212767,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54511,20260831-batch2|null-snake6|54511|null-snake6-s54511-r0.jsonl.gz,lobster-material,0.574468085106383,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54511,20260831-batch2|null-snake6|54511|null-snake6-s54511-r0.jsonl.gz,reflex,0.5106382978723404,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54504,20260831-batch2|null-snake6|54504|null-snake6-s54504-r2.jsonl.gz,lobster-material,0.6122448979591837,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54504,20260831-batch2|null-snake6|54504|null-snake6-s54504-r2.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54504,20260831-batch2|null-snake6|54504|null-snake6-s54504-r2.jsonl.gz,lobster-territory,2.3877551020408165,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,headline-mix-king,54510,20260831-batch2|headline-mix-king|54510|headline-mix-king-s54510-r2.jsonl.gz,lobster-material,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54510,20260831-batch2|headline-mix-king|54510|headline-mix-king-s54510-r2.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54510,20260831-batch2|headline-mix-king|54510|headline-mix-king-s54510-r2.jsonl.gz,lobster-territory,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,snake5-knight,54514,20260831-batch2|snake5-knight|54514|snake5-knight-s54514-r2.jsonl.gz,lobster-material,1.1785714285714286,native,3,25,120,2000,knight|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-knight,54514,20260831-batch2|snake5-knight|54514|snake5-knight-s54514-r2.jsonl.gz,reflex,1.5,native,3,25,120,2000,knight|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-knight,54514,20260831-batch2|snake5-knight|54514|snake5-knight-s54514-r2.jsonl.gz,lobster-territory,0.32142857142857145,native,3,25,120,2000,knight|snake|snake|snake|snake|snake
20260831-batch2,nullA,hazard-mix-king,54510,20260831-batch2|hazard-mix-king|54510|hazard-mix-king-s54510-r2.jsonl.gz,lobster-material,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54510,20260831-batch2|hazard-mix-king|54510|hazard-mix-king-s54510-r2.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54510,20260831-batch2|hazard-mix-king|54510|hazard-mix-king-s54510-r2.jsonl.gz,lobster-territory,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,snake5-queen,54504,20260831-batch2|snake5-queen|54504|snake5-queen-s54504-r2.jsonl.gz,lobster-material,1.9830508474576272,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54504,20260831-batch2|snake5-queen|54504|snake5-queen-s54504-r2.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54504,20260831-batch2|snake5-queen|54504|snake5-queen-s54504-r2.jsonl.gz,lobster-territory,1.0169491525423728,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54504,20260831-batch2|snake5-queen|54504|snake5-queen-s54504-r1.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54504,20260831-batch2|snake5-queen|54504|snake5-queen-s54504-r1.jsonl.gz,lobster-territory,2.0704225352112675,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54504,20260831-batch2|snake5-queen|54504|snake5-queen-s54504-r1.jsonl.gz,lobster-material,0.9295774647887324,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-knight,54515,20260831-batch2|snake5-knight|54515|snake5-knight-s54515-r2.jsonl.gz,lobster-material,0.4,native,3,25,120,2000,knight|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-knight,54515,20260831-batch2|snake5-knight|54515|snake5-knight-s54515-r2.jsonl.gz,reflex,2,native,3,25,120,2000,knight|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-knight,54515,20260831-batch2|snake5-knight|54515|snake5-knight-s54515-r2.jsonl.gz,lobster-territory,0.6,native,3,25,120,2000,knight|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54505,20260831-batch2|snake5-queen|54505|snake5-queen-s54505-r1.jsonl.gz,reflex,0.35064935064935066,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54505,20260831-batch2|snake5-queen|54505|snake5-queen-s54505-r1.jsonl.gz,lobster-territory,1.9870129870129871,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54505,20260831-batch2|snake5-queen|54505|snake5-queen-s54505-r1.jsonl.gz,lobster-material,0.6623376623376623,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,headline-mix-king,54502,20260831-batch2|headline-mix-king|54502|headline-mix-king-s54502-r1.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54502,20260831-batch2|headline-mix-king|54502|headline-mix-king-s54502-r1.jsonl.gz,lobster-territory,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54502,20260831-batch2|headline-mix-king|54502|headline-mix-king-s54502-r1.jsonl.gz,lobster-material,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54507,20260831-batch2|headline-mix-king|54507|headline-mix-king-s54507-r1.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54507,20260831-batch2|headline-mix-king|54507|headline-mix-king-s54507-r1.jsonl.gz,lobster-territory,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54507,20260831-batch2|headline-mix-king|54507|headline-mix-king-s54507-r1.jsonl.gz,lobster-material,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54515,20260831-batch2|hazard-mix-king|54515|hazard-mix-king-s54515-r2.jsonl.gz,lobster-material,0.35294117647058826,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54515,20260831-batch2|hazard-mix-king|54515|hazard-mix-king-s54515-r2.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54515,20260831-batch2|hazard-mix-king|54515|hazard-mix-king-s54515-r2.jsonl.gz,lobster-territory,2.6470588235294117,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,snake5-queen,54503,20260831-batch2|snake5-queen|54503|snake5-queen-s54503-r0.jsonl.gz,lobster-territory,1.819672131147541,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54503,20260831-batch2|snake5-queen|54503|snake5-queen-s54503-r0.jsonl.gz,lobster-material,0.8852459016393442,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-queen,54503,20260831-batch2|snake5-queen|54503|snake5-queen-s54503-r0.jsonl.gz,reflex,0.29508196721311475,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
20260831-batch2,nullA,headline-mix-king,54504,20260831-batch2|headline-mix-king|54504|headline-mix-king-s54504-r0.jsonl.gz,lobster-territory,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54504,20260831-batch2|headline-mix-king|54504|headline-mix-king-s54504-r0.jsonl.gz,lobster-material,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54504,20260831-batch2|headline-mix-king|54504|headline-mix-king-s54504-r0.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,null-snake6,54502,20260831-batch2|null-snake6|54502|null-snake6-s54502-r2.jsonl.gz,lobster-material,0.2542372881355932,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54502,20260831-batch2|null-snake6|54502|null-snake6-s54502-r2.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,null-snake6,54502,20260831-batch2|null-snake6|54502|null-snake6-s54502-r2.jsonl.gz,lobster-territory,2.7457627118644066,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-knight,54513,20260831-batch2|snake5-knight|54513|snake5-knight-s54513-r1.jsonl.gz,reflex,2.4857142857142858,native,3,25,120,2000,knight|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-knight,54513,20260831-batch2|snake5-knight|54513|snake5-knight-s54513-r1.jsonl.gz,lobster-territory,0.17142857142857143,native,3,25,120,2000,knight|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-knight,54513,20260831-batch2|snake5-knight|54513|snake5-knight-s54513-r1.jsonl.gz,lobster-material,0.34285714285714286,native,3,25,120,2000,knight|snake|snake|snake|snake|snake
20260831-batch2,nullA,headline-mix-king,54514,20260831-batch2|headline-mix-king|54514|headline-mix-king-s54514-r0.jsonl.gz,lobster-territory,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54514,20260831-batch2|headline-mix-king|54514|headline-mix-king-s54514-r0.jsonl.gz,lobster-material,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,headline-mix-king,54514,20260831-batch2|headline-mix-king|54514|headline-mix-king-s54514-r0.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,snake5-knight,54512,20260831-batch2|snake5-knight|54512|snake5-knight-s54512-r1.jsonl.gz,reflex,0,native,3,25,120,2000,knight|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-knight,54512,20260831-batch2|snake5-knight|54512|snake5-knight-s54512-r1.jsonl.gz,lobster-territory,3,native,3,25,120,2000,knight|snake|snake|snake|snake|snake
20260831-batch2,nullA,snake5-knight,54512,20260831-batch2|snake5-knight|54512|snake5-knight-s54512-r1.jsonl.gz,lobster-material,0,native,3,25,120,2000,knight|snake|snake|snake|snake|snake
20260831-batch2,nullA,hazard-mix-king,54511,20260831-batch2|hazard-mix-king|54511|hazard-mix-king-s54511-r1.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54511,20260831-batch2|hazard-mix-king|54511|hazard-mix-king-s54511-r1.jsonl.gz,lobster-territory,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
20260831-batch2,nullA,hazard-mix-king,54511,20260831-batch2|hazard-mix-king|54511|hazard-mix-king-s54511-r1.jsonl.gz,lobster-material,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
